Sample,Ground Truth,Prediction,WER
2627,radar csa six three three descending flight level one seven zero passing one eight five and information lima,radar csa six three three descending flight level one seven zero passing one eight five and information november,5.56
431,praha radar csa nine zero five passing two eight three descending to flight level two two zero approachi,praha radar csa nine zero five passing two eight three descending to flight level two two zero approaching,5.56
2305,tower csa nine six one full established ils three one csa nine six one ruzyne tower continue approach,tower csa nine six one for established ils three one csa nine six one ruzyne tower continue approach,5.56
1319,csa four zero seven descend altitude four thousand feet qnh one zero two three cleared ils three one,csa four zero seven descend altitude four thousand feet qnh one zero two three clear ils three one,5.56
748,easy eight three whiskey quebec good evening radar radar contact descend flight level one zero zero no speed restrictions,easy eight three whiskey kilo good evening radar radar contact descend flight level one zero zero no speed restrictions,5.26
1971,swiss four seven echo descend flight level nine zero contact ruzyne radar one one nine decimal zero good bye,swiss four seven two echo descend flight level nine zero contact ruzyne radar one one nine decimal zero good bye,5.26
641,csa eight seven nine contact ruzyne ground one two one nine one two one nine csa eight seven nine,csa eight seven nine contact ruzyne ground one two one decimal nine one two one nine csa eight seven nine,5.26
2508,austrian three one six romeo continue present heading for spacing and contact praha one two seven one two fi,austrian three one six romeo continue present heading for spacing and contact praha one two seven one two five,5.26
524,easy eight zero eight uniform runway one three cleared takeoff wind zero three zero degrees five knots bye bye,easy eight zero eight uniform runway one three cleared for takeoff wind zero three zero degrees five knots bye bye,5.26
10,lufthansa seven two six proceed direct lima delta zulu contact warsaw one three four nine two five good bye,lufthansa seven two six proceed direct lima delta z contact warsaw one three four nine two five good bye,5.26
2173,easy nine charlie lima turn left heading three four zero cleared ils approach runway three one report when establish,easy nine charlie lima turn left heading three four zero cleared ils approach runway three one report when established,5.26
2052,ruzyne tower good day austrian seven zero six papa on l austrian seven zero six papa tower good morning,ruzyne tower good day austrian seven zero six papa on lima austrian seven zero six papa tower good morning,5.26
1471,yes when reach maintain one zero zero and continue present heading vectoring for left hand base ils three one,yeah when reach maintain one zero zero and continue present heading vectoring for left hand base ils three one,5.26
1835,roger for further climb contact praha one three three decimal f correction one three four decimal five nine zero,roger for further climb contact praha one three three decimal correction one three four decimal five nine zero,5.26
626,break break easy three zero six five left turn one six zero cleared for ils approach runway one three,check break break easy three zero six five left turn one six zero cleared for ils approach runway one three,5.26
2771,csa seven five one radar radar contact descend flight level one zero zero keep speed up and kilo information,csa five one radar radar contact descend flight level one zero zero keep speed up and kilo information,5.26
766,good evening klm one eight four seven praha radar contact descend flight level two nine zero level by abrax,good evening klm one eight four seven praha radar contact descend flight level two nine zero level by abrak,5.26
