Sample,Ground Truth,Prediction,WER
34,maintain heading with the free free sp,maintain heading with free spot,42.86
2076,praha good morning seven four nine leve,good morning cargadoc seven four nine leverage,42.86
2867,lufthansa nine victor alfa hello radar contact,lufthansa nine nab radar contact,42.86
2005,lufthansa two kilo victor descend flight level three zero zero to reach by rapet,granza two golf distance flight level three zero zero to reach biropat,42.86
2769,startup si approved time three one cleared to shanghai runway three one artup one bravo departure squawk one four zero one,star of his approval time three one clear to shanghai runway three one are to one bravo departure school of one four zero one,42.86
2257,sky travel one one zero two radar contact climb flight level one six zero,sky two one zero two dubai air honor radar contact ground flight level one six zero,42.86
830,continue three one donavia three zero five,continue three one lo lo three zero sir,42.86
326,lufthansa seven five four proceed direct pe,november seven five four proceed at a,42.86
1889,air france two four eight three runway one three cleared for takeoff wind one zero zero degrees four knots bye bye,airfanas two four eight three runway one three cleared for tango alfa kilo echo oscar foxtrot foxtrot wind one zero zero degrees four knots bye bye,42.86
2102,lot five romeo whiskey ready for departure,november five romeo are you ready for departure,42.86
398,four two six redue two by five,vorto six radio two by five,42.86
1468,heading two seven zero el al five,heading two seven zero at alpaca,42.86
1782,csa six eight nine radar radar contact descend to flight level one five zero,cessna six eight anu debris done radar radar contact world tradition to flight level one five zero,42.86
1359,lufthansa seven eight seven report further reducing,alofandra seven eight seven report for the reducing,42.86
1695,good morning climbing flight level two three zero requesting flight level two five zero,good morning climb is at level two three zero reverse is at level two five zero,42.86
507,moladava eight six three praha radar contact descend to flight level three two zero,moldova eight six three praha to bredano radar contact descent to falavo three two zero,42.86
2654,five maintaining flight level three one zero,by maintaining final for three one zero,42.86
709,austrian three zero seven zulu praha radar contact climb flight level three four zero,ostran three zero seven zero debride empra har aire contact climb flight level three four zero,42.86
1488,germania eight nine seven zero praha radar contact climb flight level three four zero,bravo seven zero praha radar contact contact follow three four zero,42.86
2816,austrian three two three golf hello radar contact climb flight level three three zero,austin three two three go hello regal contact conf five four three three zero,42.86
2798,kilo lima papa victor standby for runway zero nine for now follow tumka four charlie arrival due to departure from brno,kali stand by for runway zero nine for now follow tumca for kali arrival due to departure from bnu,42.86
213,sky travel six seven zero contact vienna one three one decimal three five zero,skydrow six seven zero contact vienna one three one decimal three five zero to the watch side,42.86
2520,lot three one five praha radar contact climb to flight level three four zero,three one five praha debri vacher radar contact contact flan to flight three four zero,42.86
2437,aero flot one four four fully ready,araf god one four four pulley ready,42.86
1658,approach csa six three one flight level,approach charlie sierra eight six three one flight level,42.86
1548,radar one one nine decimal zero c,idr one one nine at a decimal zero c,42.86
1446,csa two seven zero praha radar contact climb to flight level three four zero,csa two seven zero praha dubrivaccher radio context canto flandrevel three four zero,42.86
1145,csa three zero three own navigation to,csa three zero three im on navigation to blasim,42.86
2296,hotel bravo charlie lima hotel via echo line up and wait runway one zero,hold the bravo charlie limo hotel via eco lineup and wait runway one zero,42.86
46,hotel echo lima affirm remain on my frequency you are still within the tma,autodecoly my firm remain on my frequency youre still within the tma,42.86
1689,praha radar bee line three papa p,prague radar nab line three papa papa,42.86
2640,sun turk quebec sierra descend to flight level seven zero expect clearance four airwork about three miles before oskup,kavexera descend to flight level seven zero expect clearance for air work about three miles before oscu,42.11
681,hotel bravo kilo papa echo two one zero degrees four knots runway two five cleared takeoff report november whiskey,hotel bambolo kilo papa echo two one zero degrees four knots runway two five cleared tango alfa kilo echo oscar foxtrot foxtrot report november whiskey,42.11
896,csa eight eight one descend flight level one zero zero continue holding contact ruzyne radar one one nine zero,charlie eight eight one descent flight level one zero zero continue loading contact russian radar one one zero on the station,42.11
36,praha good evening swiss one three five three flight level three hundred,good evening this is one three five three flight level three zero zero,41.67
